ID,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA
926,2014-04-06,Fiorentina,Udinese,H,1.65,3.75,5.25,1.65,3.7,5.25,1.7,3.6,4.7,1.7,3.6,5,1.73,3.3,5.5,1.73,3.75,5.5
927,2014-04-06,Lazio,Sampdoria,H,1.75,3.5,4.75,1.75,3.4,5,1.8,3.5,4.2,1.72,3.75,5,1.8,3.3,5,1.8,3.6,5.25
928,2014-04-06,Parma,Napoli,H,3,3.25,2.38,3.1,3.3,2.3,2.9,3.3,2.3,3.1,3.3,2.3,3.1,3.1,2.4,3.2,3.3,2.4
929,2014-04-07,Genoa,Milan,A,3.8,3.3,2,3.8,3.3,2,3.3,3.3,2.1,3.5,3.3,2.1,3.8,3.1,2.1,4,3.3,2.1
930,2014-04-07,Juventus,Livorno,H,1.14,7.5,17,1.15,7.25,17,1.15,7,15,1.16,7,15,1.17,7,17,1.18,8,19
931,2014-04-12,Roma,Atalanta,H,1.33,4.75,10,1.35,4.6,9,1.3,5,9,1.33,5,10,1.36,4.33,10,1.36,5,11
932,2014-04-12,Sassuolo,Cagliari,D,2.5,3.1,2.9,2.35,3.1,3.1,2.3,3.2,3,2.4,3.1,3.1,2.5,3,3,2.5,3.12,3.2
933,2014-04-13,Bologna,Parma,D,3.1,3.3,2.3,3.2,3.2,2.25,2.85,3.2,2.4,3.2,3.2,2.3,3.1,3.1,2.4,3.5,3.1,2.4
934,2014-04-13,Livorno,Chievo,A,2.3,3.1,3.2,2.3,3.1,3.2,2.2,3.2,3.2,2.37,3.1,3.25,2.5,3,3,2.5,3.1,3.4
935,2014-04-13,Napoli,Lazio,H,1.62,4,5.25,1.62,3.7,5.5,1.65,3.6,5.1,1.61,3.8,5.5,1.62,3.6,6,1.62,3.9,6.5
936,2014-04-13,Sampdoria,Inter,A,3.2,3.3,2.25,3.1,3.25,2.25,2.85,3.2,2.4,3.1,3.3,2.3,3.2,3.2,2.3,3.3,3.3,2.38
937,2014-04-13,Torino,Genoa,H,1.83,3.4,4.5,1.75,3.3,5.1,1.8,3.5,4.2,1.8,3.5,4.5,1.85,3.3,4.5,1.8,3.5,5
938,2014-04-13,Verona,Fiorentina,A,3.2,3.3,2.25,3.2,3.2,2.25,3,3.2,2.3,3.2,3.3,2.25,3.2,3.2,2.3,3.4,3.3,2.3
939,2014-04-13,Milan,Catania,H,1.33,5.25,8,1.33,4.75,9,1.35,4.8,7.6,1.4,4.5,8,1.4,4.2,9,1.36,5,11
940,2014-04-14,Udinese,Juventus,A,5.5,3.8,1.62,6,3.75,1.57,5.6,3.75,1.57,6,3.75,1.6,6,3.6,1.62,6.5,3.8,1.65
941,2014-04-19,Atalanta,Verona,A,2.05,3.1,4,2,3.1,4.05,2,3,3.9,2.05,3.2,3.6,2.1,3,4,2.05,3.25,4.2
942,2014-04-19,Catania,Sampdoria,H,2.2,3.4,3.2,2.25,3.3,3.1,2.2,3.3,3.1,2.3,3.3,3.1,2.25,3.3,3.2,2.25,3.3,3.7
943,2014-04-19,Chievo,Sassuolo,A,2,3.3,3.75,1.95,3.3,3.9,1.85,3.45,4,2,3.3,3.75,2,3.3,3.75,2.1,3.3,4.1
944,2014-04-19,Fiorentina,Roma,A,3.1,3.4,2.25,2.95,3.4,2.3,3,3.2,2.3,3.1,3.4,2.25,3.1,3.3,2.3,3.2,3.4,2.4
945,2014-04-19,Genoa,Cagliari,A,2.2,3.1,3.5,2.25,2.95,3.5,2.1,2.8,3.8,2.2,3.1,3.5,2.2,3.1,3.5,2.3,3.1,3.7
946,2014-04-19,Juventus,Bologna,H,1.17,7,15,1.15,7,17,1.17,6.5,14,1.18,6.5,15,1.17,7,15,1.18,7,19
947,2014-04-19,Lazio,Torino,D,1.8,3.3,4.75,1.87,3.2,4.5,1.85,3.45,4,1.8,3.4,4.5,1.8,3.3,5,1.91,3.4,4.8
948,2014-04-19,Milan,Livorno,H,1.25,5.5,12,1.3,5,10,1.22,5.5,12,1.33,5,9,1.3,5,10,1.29,5.75,13
949,2014-04-19,Parma,Inter,A,2.4,3.3,2.88,2.55,3.4,2.6,2.5,3.2,2.75,2.5,3.3,2.75,2.5,3.3,2.75,2.62,3.4,2.9
950,2014-04-19,Udinese,Napoli,D,3.5,3.5,2.05,3.6,3.3,2.05,4,3.3,1.9,3.75,3.4,2,3.75,3.3,2,3.75,3.4,2.15
951,2014-04-25,Roma,Milan,H,1.8,3.75,4.2,1.75,3.65,4.5,1.9,3.45,3.8,1.8,3.6,4.5,1.8,3.5,4.5,1.85,3.75,4.6
952,2014-04-26,Bologna,Fiorentina,A,3.4,3.4,2.1,3.3,3.2,2.2,3.2,3.2,2.2,3.3,3.25,2.2,3.5,3,2.25,3.75,3.25,2.2
953,2014-04-26,Inter,Napoli,D,2.25,3.4,3.1,2.2,3.4,3.1,2.2,3.3,3.1,2.2,3.4,3.2,2.3,3.2,3.2,2.3,3.4,3.4
954,2014-04-27,Atalanta,Genoa,D,2.2,3.25,3.3,2.15,3.1,3.5,2.2,3.1,3.3,2.1,3.4,3.4,2.2,3.1,3.5,2.2,3.3,3.7
955,2014-04-27,Cagliari,Parma,H,3,3.25,2.38,3,3.2,2.35,2.9,3.3,2.3,3.1,3.25,2.3,3.2,3.2,2.3,3.3,3.25,2.4
956,2014-04-27,Livorno,Lazio,A,3.1,3.4,2.25,3.1,3.4,2.2,3.3,3.3,2.1,3.1,3.4,2.25,3.3,3.25,2.25,3.3,3.4,2.3
957,2014-04-27,Sampdoria,Chievo,H,2.4,3.1,3.1,2.35,3,3.2,2.3,2.9,3.3,2.25,3.2,3.25,2.5,3,3,2.5,3.1,3.3
958,2014-04-27,Torino,Udinese,H,1.91,3.25,4.33,1.83,3.4,4.4,1.85,3.45,4,1.9,3.4,4,1.85,3.3,4.5,1.92,3.4,4.6
959,2014-04-27,Verona,Catania,H,2.2,3.5,3.1,2.2,3.4,3.1,2.3,3.3,2.9,2.1,3.5,3.3,2.3,3.3,3.1,2.25,3.5,3.4
960,2014-04-28,Sassuolo,Juventus,A,7,4.75,1.4,7.5,4.7,1.38,7,4,1.45,9,5,1.33,8,4,1.44,9,4.6,1.44
961,2014-05-04,Catania,Roma,H,6.5,4.5,1.44,7,4.75,1.4,8,5,1.33,7.5,4.5,1.4,8,4,1.44,8,4.75,1.44
962,2014-05-04,Chievo,Torino,A,2.75,3.2,2.6,2.75,3.2,2.55,2.6,3.2,2.6,2.62,3.25,2.62,2.9,3,2.62,2.9,3.2,2.7
963,2014-05-04,Genoa,Bologna,D,2.5,3.2,2.88,2.5,3.2,2.8,2.6,3.2,2.6,2.5,3.25,2.8,2.5,3.2,2.88,2.62,3.2,3
964,2014-05-04,Parma,Sampdoria,H,1.5,3.75,7.5,1.57,3.75,6,1.65,3.7,4.9,1.6,3.8,5.5,1.6,3.6,6,1.57,4,7
965,2014-05-04,Udinese,Livorno,H,1.83,3.6,4.2,1.85,3.7,3.9,1.9,3.5,3.7,1.8,3.6,4.33,1.91,3.3,4.2,1.87,3.6,4.6
966,2014-05-04,Milan,Inter,H,2.4,3.4,2.8,2.45,3.4,2.75,2.6,3.2,2.6,2.37,3.4,2.87,2.62,3.1,2.8,2.5,3.4,3
967,2014-05-05,Juventus,Atalanta,H,1.17,7,15,1.15,7,17,1.12,8,16,1.18,7,13,1.2,5.5,19,1.18,7,21
968,2014-05-05,Lazio,Verona,D,1.62,4,5.25,1.65,3.7,5.25,1.75,3.5,4.5,1.7,3.75,4.8,1.7,3.6,5,1.67,4,5.5
969,2014-05-06,Fiorentina,Sassuolo,A,1.65,4,4.75,1.62,3.9,5.1,1.65,4,4.5,1.61,4,5,1.67,3.8,5,1.75,3.9,5
970,2014-05-06,Napoli,Cagliari,H,1.44,4.33,7,1.47,4.25,6.5,1.45,4,7,1.4,4.8,7,1.44,4.5,7,1.5,4.4,7.5
971,2014-05-10,Inter,Lazio,H,1.73,3.75,4.5,1.72,3.75,4.5,1.75,3.5,4.5,1.8,3.5,4.5,1.75,3.4,5,1.8,3.8,5
972,2014-05-10,Verona,Udinese,D,2.2,3.5,3.1,2.05,3.4,3.5,2,3.4,3.5,2.1,3.5,3.3,2.2,3.3,3.3,2.2,3.5,3.4
973,2014-05-11,Atalanta,Milan,H,5.5,3.8,1.62,5.75,4,1.55,5,3.6,1.65,5,3.75,1.66,6.5,3.5,1.62,6,3.9,1.67
974,2014-05-11,Bologna,Catania,A,2,3.5,3.6,1.95,3.5,3.7,2,3.3,3.6,2.05,3.3,3.6,2.05,3.2,3.8,2.05,3.5,4
975,2014-05-11,Cagliari,Chievo,A,3.6,3.25,2.1,3.75,3.3,2,3.6,3.3,2,3.5,3.2,2.15,3.6,3.4,2.05,3.8,3.3,2.15
976,2014-05-11,Livorno,Fiorentina,A,4.33,3.6,1.8,4.2,3.85,1.75,3.6,3.6,1.9,4.33,3.6,1.8,4.33,3.4,1.85,4.5,3.75,1.83
977,2014-05-11,Roma,Juventus,A,2.4,3.4,2.8,2.4,3.4,2.8,2.3,3.4,2.8,2.5,3.4,2.7,2.5,3.2,2.8,2.45,3.4,3.1
978,2014-05-11,Sampdoria,Napoli,A,3.3,3.4,2.15,3.35,3.4,2.1,2.9,3.3,2.3,3.2,3.4,2.2,3.3,3.3,2.2,3.6,3.4,2.2
979,2014-05-11,Sassuolo,Genoa,H,1.53,3.8,6.5,1.45,4.25,6.9,1.5,4,6,1.53,4,6,1.53,3.75,7,1.55,4,7
980,2014-05-11,Torino,Parma,D,2.1,3.5,3.3,2.05,3.5,3.4,2.1,3.3,3.3,2.1,3.3,3.5,2.05,3.6,3.4,2.1,3.5,3.75
981,2014-05-17,Udinese,Sampdoria,D,1.73,3.8,4.5,1.72,3.75,4.5,1.7,3.7,4.5,1.8,3.75,4.2,1.75,4,4.2,1.75,4,4.75
982,2014-05-18,Catania,Atalanta,H,2.25,3.4,3.1,2.15,3.5,3.15,2.3,3.3,2.9,2.3,3.4,3,2.15,3.6,3.2,2.2,3.6,3.5
983,2014-05-18,Chievo,Inter,H,4,3.3,1.95,3.9,3.5,1.9,3.3,3.3,2.1,3.75,3.5,1.95,4,3.4,1.95,4.2,3.5,1.95
984,2014-05-18,Fiorentina,Torino,D,3.6,3.6,1.95,3.65,3.9,1.85,3.4,3.9,1.85,3.5,3.75,1.95,3.75,4,1.85,3.9,3.9,1.95
985,2014-05-18,Genoa,Roma,H,4.5,3.8,1.73,4.6,3.8,1.7,4,3.6,1.8,4.2,3.75,1.8,4.33,4,1.73,5,4,1.75
986,2014-05-18,Juventus,Cagliari,H,1.22,6.5,11,1.22,6.25,11.5,1.15,7,15,1.2,6.5,13,1.25,6,11,1.22,6.5,18
987,2014-05-18,Lazio,Bologna,H,1.44,4.33,7,1.42,4.5,7,1.5,4,6.1,1.44,4.33,7,1.5,4.4,6,1.5,4.4,7.5
988,2014-05-18,Milan,Sassuolo,H,1.29,5.75,9,1.25,6,10,1.25,6,9,1.25,6,10,1.29,5.5,10,1.29,6,12
989,2014-05-18,Napoli,Verona,H,1.44,4.5,6.5,1.42,4.75,6.5,1.5,4,6.1,1.45,4.75,6,1.5,4.75,5.5,1.45,4.75,7.5
990,2014-05-18,Parma,Livorno,H,1.22,6,12,1.2,6.5,12,1.2,6.5,11,1.22,6,12,1.22,6.5,11,1.22,6.5,15
991,2008-08-30,Sampdoria,Inter,D,4.33,3.2,1.91,4.5,3.15,1.8,4.2,3,1.85,4,2.88,1.91,3.75,3,1.91,4,3.1,1.85
992,2008-08-30,Udinese,Palermo,H,2.1,3.1,3.8,2.1,3,3.4,2,3,3.6,1.91,3,3.75,2.05,2.88,3.5,2,3,3.5
993,2008-08-31,Atalanta,Siena,H,2.05,3.1,4,2,2.9,3.85,1.85,3.1,4,1.83,2.88,4.33,1.95,2.88,3.8,2,3,3.5
994,2008-08-31,Cagliari,Lazio,A,3,3,2.5,2.6,2.95,2.65,2.6,2.9,2.7,2.7,2.75,2.6,2.62,2.9,2.5,3,2.8,2.4
995,2008-08-31,Catania,Genoa,H,2.4,3,3.2,2.2,2.9,3.35,2.3,2.9,3,2.3,2.8,3,2.25,2.88,3,2.3,3,3
996,2008-08-31,Chievo,Reggina,H,2.15,3,3.75,2.1,2.9,3.6,2.1,2.9,3.4,2.1,3,3.2,2.05,2.88,3.5,2,3,3.5
997,2008-08-31,Fiorentina,Juventus,D,2.75,3,2.75,2.6,2.9,2.65,2.55,3.1,2.55,2.6,2.8,2.6,2.6,2.8,2.6,2.6,3,2.6
998,2008-08-31,Milan,Bologna,A,1.3,4.75,12,1.22,4.95,12.7,1.3,4.4,8.5,1.3,4.2,9,1.3,4.2,8.5,1.3,4.35,9.5
999,2008-08-31,Roma,Napoli,D,1.57,3.6,6.5,1.46,3.5,7.5,1.5,3.5,6.3,1.5,3.3,6.5,1.53,3.3,6,1.5,3.4,6.5
1000,2008-08-31,Torino,Lecce,H,1.8,3.1,5.25,1.8,3,4.7,1.85,3,4.2,1.8,3,4.33,1.8,3,4.2,1.75,3.2,4.5
1001,2008-09-13,Inter,Catania,H,1.25,5,15,1.18,5.25,17,1.22,4.8,11,1.2,5,11,1.22,4.8,10,1.22,5,10.5
1002,2008-09-13,Palermo,Roma,H,3.5,3.1,2.2,3.6,3.05,2.07,3.3,3,2.1,3.75,3,1.91,3.3,2.88,2.1,3,3.1,2.25
1003,2008-09-14,Bologna,Atalanta,A,2.2,3,3.6,2.27,2.85,3.3,2.2,2.8,3.3,2.2,3,3,2.2,2.8,3.2,2.2,2.9,3.2
1004,2008-09-14,Genoa,Milan,H,4.5,3.1,1.91,4.75,3.3,1.7,4,3.2,1.8,3.75,3,1.91,4.2,3,1.8,3.75,3.25,1.85
1005,2008-09-14,Juventus,Udinese,H,1.53,3.75,7,1.45,3.65,8,1.5,3.5,6.3,1.44,3.6,6.5,1.44,3.6,6.5,1.45,3.6,7
1006,2008-09-14,Lazio,Sampdoria,H,2.2,3,3.6,2.3,2.8,3.25,2.1,2.9,3.4,2.2,2.8,3.2,2.2,2.88,3.1,2.1,2.9,3.4
1007,2008-09-14,Lecce,Chievo,H,2.38,3,3.2,2.25,2.75,3.4,2.3,2.9,3,2.25,2.88,3,2.3,2.9,2.9,2.25,2.9,3.1
1008,2008-09-14,Napoli,Fiorentina,H,2.6,3,2.88,2.35,2.9,3,2.4,2.9,2.9,2.4,2.88,2.8,2.5,2.9,2.62,2.4,2.9,2.9
1009,2008-09-14,Reggina,Torino,D,2.5,3,3,2.5,2.85,2.9,2.4,2.9,2.9,2.25,2.88,3,2.38,2.88,2.8,2.25,2.9,3.1
1010,2008-09-14,Siena,Cagliari,H,1.91,3.1,4.5,1.95,2.9,4.2,2,2.9,3.7,2,3,3.5,1.91,3,3.75,1.9,3,4
1011,2008-09-20,Catania,Atalanta,H,2.35,2.9,3.4,2.4,2.85,3,2.3,2.9,3,2.25,3,2.88,2.25,2.88,3,2.25,2.9,3.2
1012,2008-09-20,Roma,Reggina,H,1.33,4.75,10,1.3,4.35,10,1.25,4.6,10.5,1.36,3.6,9,1.3,4,9.5,1.3,4.5,8.5
1013,2008-09-21,Cagliari,Juventus,A,6.25,3.5,1.62,5.5,3.45,1.6,4.7,3.4,1.65,5.5,3.2,1.62,5.5,3.3,1.57,5,3.3,1.6
1014,2008-09-21,Fiorentina,Bologna,H,1.53,3.6,7.5,1.43,3.75,7.25,1.5,3.5,6.3,1.44,3.6,6.5,1.44,3.5,7,1.5,3.5,6
1015,2008-09-21,Lecce,Siena,D,2.25,2.88,3.6,2.25,2.9,3.2,2.2,2.9,3.2,2.2,3,3,2.1,2.88,3.3,2.1,3,3.25
1016,2008-09-21,Milan,Lazio,H,1.73,3.3,5.5,1.6,3.4,5.5,1.6,3.5,5,1.73,3.2,4.5,1.67,3.2,4.8,1.7,3.2,5
1017,2008-09-21,Palermo,Genoa,H,2.1,3.1,3.8,1.87,3.1,4.25,2,3,3.6,1.91,3,3.75,1.95,3,3.6,1.9,3.1,3.75
1018,2008-09-21,Sampdoria,Chievo,D,1.62,3.5,6.25,1.55,3.35,6,1.55,3.5,5.5,1.57,3.25,5.5,1.53,3.3,6,1.6,3.25,5.5
1019,2008-09-21,Torino,Inter,A,5.75,3.4,1.67,5.5,3.4,1.6,4.7,3.4,1.65,5.5,2.88,1.67,5,3.3,1.62,4.7,3.2,1.7
1020,2008-09-21,Udinese,Napoli,D,2.1,3.1,3.75,2,2.9,3.9,2,3,3.6,2,3,3.5,2.1,2.88,3.3,2.1,2.9,3.5
1021,2008-09-24,Atalanta,Cagliari,H,1.73,3.3,5.5,1.62,3.3,5.5,1.7,3.3,4.5,1.7,3.2,4.5,1.67,3.1,5,1.65,3.3,5
1022,2008-09-24,Bologna,Udinese,A,2.65,2.9,2.9,2.5,3.1,2.65,2.5,2.9,2.8,2.25,3,2.88,2.5,2.8,2.75,2.4,3,2.7
1023,2008-09-24,Chievo,Torino,D,2.25,2.9,3.6,2.3,3,3,2.3,2.9,3,2.2,3,3,2.15,2.8,3.3,2.1,3,3.25
1024,2008-09-24,Genoa,Roma,H,4.2,3,2.05,3.6,3.1,2,3.2,3.1,2.1,3.2,3,2.1,3.5,2.88,2.05,3.25,3.1,2.1
1025,2008-09-24,Inter,Lecce,H,1.17,6.5,19,1.15,6,15,1.2,5,12,1.14,6,12,1.14,5.5,15,1.14,6,15
1026,2008-09-24,Juventus,Catania,D,1.25,5.25,13,1.25,5,10,1.25,4.6,10.5,1.25,4.5,10,1.29,4,10,1.29,4.5,10
1027,2008-09-24,Lazio,Fiorentina,H,2.4,3,3.2,2.37,3.05,2.85,2.4,2.9,2.9,2.38,2.88,2.8,2.38,2.8,2.88,2.25,3,3.1
1028,2008-09-24,Napoli,Palermo,H,2.05,3.1,4,1.8,3.2,4.3,2.1,2.9,3.4,1.83,3,4,1.95,2.88,3.8,1.9,3,4
1029,2008-09-24,Reggina,Milan,A,6.5,3.6,1.57,6.45,3.55,1.5,6,3.6,1.5,5.5,3.25,1.57,6.5,3.3,1.5,5.5,3.5,1.55
1030,2008-09-24,Siena,Sampdoria,D,2.75,2.9,2.8,2.6,3.15,2.5,2.5,2.8,2.9,2.6,3,2.5,2.6,2.8,2.6,2.6,3,2.6
1031,2008-09-27,Fiorentina,Genoa,H,1.75,3.3,5.25,1.65,3.35,5,1.7,3.3,4.5,1.73,3.3,5.5,1.62,3.3,5,1.7,3.25,4.5
1032,2008-09-27,Sampdoria,Juventus,D,3.4,3,2.3,3.1,3.2,2.15,3.3,3,2.1,3.25,3,2.38,3.1,2.88,2.2,3.25,3,2.1
1033,2008-09-28,Bologna,Napoli,A,2.7,3,2.75,2.3,3,3,2.4,2.9,2.9,2.6,3,2.9,2.38,2.88,2.8,2.6,2.9,2.6
1034,2008-09-28,Catania,Chievo,H,2.05,3,4.2,1.9,3,4.2,2,2.9,3.7,2,3.2,4,1.95,3,3.6,1.9,3.1,3.75
1035,2008-09-28,Lecce,Cagliari,H,2,3,4.33,2.1,3,3.45,2,2.9,3.7,2.1,3.1,3.75,2,3,3.4,1.9,3.1,3.75
1036,2008-09-28,Milan,Inter,H,2.88,2.88,2.75,2.8,2.9,2.5,2.6,2.9,2.7,2.88,3,2.62,2.62,2.9,2.5,2.7,2.9,2.6
1037,2008-09-28,Palermo,Reggina,H,1.62,3.4,6.5,1.55,3.4,6.25,1.55,3.5,5.5,1.62,3.6,6,1.57,3.3,5.5,1.55,3.4,5.5
1038,2008-09-28,Roma,Atalanta,H,1.57,3.6,6.5,1.5,3.75,6,1.55,3.5,5.5,1.57,3.6,6.5,1.4,3.75,7,1.45,3.6,7
1039,2008-09-28,Torino,Lazio,A,2.75,3,2.7,2.6,2.9,2.7,2.6,2.9,2.7,2.75,3,2.75,2.62,2.9,2.5,2.75,2.9,2.5
1040,2008-09-28,Udinese,Siena,H,1.62,3.4,6.5,1.6,3.5,5.25,1.65,3.3,4.9,1.67,3.5,5.5,1.62,3.3,5,1.6,3.4,5
1041,2008-10-04,Inter,Bologna,H,1.22,6,13,1.2,5.5,12,1.22,4.8,11,1.2,5,11,1.17,5.5,12,1.2,5.5,11
1042,2008-10-04,Lazio,Lecce,D,1.44,4,8,1.45,3.65,7.5,1.45,3.6,7,1.44,3.5,7,1.4,3.75,7,1.45,3.6,7
1043,2008-10-05,Atalanta,Sampdoria,H,2.4,3,3.2,2.4,2.8,3.05,2.3,2.8,3.1,2.25,2.88,3,2.38,2.88,2.8,2.3,3,3
1044,2008-10-05,Cagliari,Milan,D,8,4,1.44,7,3.75,1.45,6.3,3.5,1.5,6.5,3.6,1.44,6.5,3.6,1.44,7,3.6,1.45
1045,2008-10-05,Chievo,Fiorentina,A,3.25,3,2.38,2.75,3.15,2.4,2.9,3,2.3,2.88,3,2.25,2.9,2.9,2.3,3.1,2.9,2.3
1046,2008-10-05,Genoa,Napoli,H,2.1,3.1,3.75,2.25,3,3.1,2.1,3,3.3,2.2,3,3,2.15,2.88,3.25,2.2,3.2,2.9
1047,2008-10-05,Juventus,Palermo,A,1.53,3.75,7,1.5,3.75,6,1.5,3.5,6.3,1.5,3.5,6,1.44,3.6,6.5,1.5,3.5,6.5
1048,2008-10-05,Reggina,Catania,D,2.5,2.88,3.2,2.45,3.05,2.75,2.4,2.9,2.9,2.25,3,2.88,2.38,2.88,2.8,2.35,3,2.9
1049,2008-10-05,Siena,Roma,H,4,3.2,2,4,3.2,1.85,3.4,3.1,2,3.75,3,1.91,3.3,3,2.05,3.75,3.1,1.9
1050,2008-10-05,Udinese,Torino,H,1.67,3.4,6,1.65,3.4,5,1.7,3.3,4.5,1.7,3.2,4.5,1.62,3.3,5,1.55,3.4,5.5
1051,2008-10-18,Fiorentina,Reggina,H,1.44,3.8,9,1.4,4,7.25,1.45,3.7,6.5,1.36,3.75,8,1.4,3.6,7.5,1.45,3.7,8.5
1052,2008-10-18,Napoli,Juventus,H,2.5,3,3.1,2.5,3.1,2.65,2.5,2.9,2.8,2.4,2.9,2.75,2.4,2.9,2.75,2.4,3.1,2.9
1053,2008-10-19,Bologna,Lazio,H,3.5,3.1,2.2,3.55,3.1,2,2.9,3,2.3,3,3,2.2,3.25,2.88,2.15,3.2,3.1,2.1
1054,2008-10-19,Catania,Palermo,H,2.5,3,3,2.35,2.95,3,2.5,3,2.7,2.38,2.88,2.8,2.4,2.8,2.88,2.35,2.9,2.9
1055,2008-10-19,Chievo,Atalanta,D,2.5,2.88,3.2,2.3,2.9,3.1,2.3,2.9,3,2.4,2.9,2.75,2.4,2.88,2.8,2.3,3,3
1056,2008-10-19,Genoa,Siena,H,1.83,3.1,5,1.85,3,4.4,1.85,3.1,4,1.67,3.2,5,1.8,3,4.2,1.85,3.1,4
1057,2008-10-19,Lecce,Udinese,D,3,3,2.5,2.7,3.2,2.4,2.7,3,2.5,2.6,3,2.5,2.62,2.9,2.5,2.7,3.1,2.4
1058,2008-10-19,Milan,Sampdoria,H,1.4,4,9.5,1.4,4,7.25,1.37,4,8,1.44,3.6,6.5,1.36,3.75,8,1.4,3.9,9.5
1059,2008-10-19,Roma,Inter,A,3.4,3,2.3,3.1,3,2.25,2.7,3,2.5,2.75,3,2.38,3,2.88,2.25,3.15,3.05,2.3
1060,2008-10-19,Torino,Cagliari,A,1.83,3.1,5,1.7,3.2,5,1.75,3.2,4.3,1.8,3.2,4,1.83,3,4,1.75,3.1,4.5
1061,2008-10-25,Juventus,Torino,H,1.57,3.6,7,1.5,3.6,6.5,1.55,3.5,5.5,1.57,3.25,5.5,1.53,3.3,6,1.53,3.6,6.5
1062,2008-10-25,Siena,Catania,D,2.25,2.9,3.6,2.25,2.9,3.2,2.2,2.9,3.2,2.25,2.88,3,2.2,2.8,3.2,2.2,2.9,3.3
1063,2008-10-26,Atalanta,Milan,A,4.75,3.25,1.83,4.5,3.1,1.8,4.2,3.1,1.8,4,3.2,1.8,4,3,1.83,4.35,3.2,1.85
1064,2008-10-26,Cagliari,Chievo,H,2.1,3,4,2.1,2.95,3.5,2.1,2.9,3.4,2,2.88,3.6,2.05,2.88,3.5,2.1,2.9,3.5
1065,2008-10-26,Inter,Genoa,D,1.3,5,11,1.3,4.5,9,1.25,4.6,10.5,1.25,4.5,10,1.29,4.2,9,1.3,4.5,9
1066,2008-10-26,Lazio,Napoli,A,2.1,3.1,3.75,2,3.1,3.6,2.1,3,3.3,2.1,3,3.2,2.1,2.88,3.3,2,3,3.6
1067,2008-10-26,Palermo,Fiorentina,A,2.4,3,3.2,2.35,2.8,3.15,2.5,2.9,2.8,2.3,3,2.8,2.4,2.9,2.75,2.4,3,3
1068,2008-10-26,Reggina,Lecce,H,2.2,3,3.6,2.2,2.95,3.25,2.3,2.9,3,2.2,3,3,2.2,2.8,3.2,2.1,2.9,3.5
1069,2008-10-26,Sampdoria,Bologna,H,1.7,3.3,5.75,1.7,3.2,5,1.75,3.2,4.3,1.73,3.1,4.5,1.7,3.2,4.5,1.65,3.3,4.8
1070,2008-10-26,Udinese,Roma,H,2.4,3.1,3.1,2.3,3,3,2.5,3,2.7,2.25,3,2.88,2.4,2.9,2.75,2.3,3,2.9
1071,2008-10-29,Bologna,Juventus,A,4.75,3.3,1.83,4.3,3.2,1.8,3.7,2.9,2,4,3.2,1.8,4.33,3.2,1.9,4.35,3.1,1.8
1072,2008-10-29,Catania,Udinese,A,2.6,3,2.88,2.4,3,2.85,2.4,2.8,3,2.25,3,2.88,2.7,2.9,2.9,2.5,3,2.7
1073,2008-10-29,Chievo,Lazio,A,3.25,3.1,2.3,3.1,3,2.25,2.9,3,2.3,2.75,3,2.38,3.3,2.9,2.37,3,3,2.3
1074,2008-10-29,Fiorentina,Inter,D,3.25,3.1,2.3,3.3,3.1,2.1,3,2.9,2.3,2.88,3,2.25,3.3,2.9,2.37,3.1,3,2.25
1075,2008-10-29,Genoa,Cagliari,H,1.62,3.4,5.5,1.55,3.45,6,1.7,3.2,4.7,1.67,3.2,5,1.61,3.4,6.5,1.6,3.3,5.5
1076,2008-10-29,Lecce,Palermo,D,2.62,3,2.88,2.5,2.8,2.85,2.5,2.9,2.8,2.38,2.88,2.8,2.75,2.9,2.8,2.65,2.9,2.55
1077,2008-10-29,Milan,Siena,H,1.22,6,13,1.2,5.5,12,1.25,4.6,10.5,1.22,5,10,1.25,5,15,1.25,4.5,12
1078,2008-10-29,Napoli,Reggina,H,1.44,4,9,1.4,4,7.25,1.5,3.5,6.3,1.4,3.75,7,1.44,3.9,8.5,1.45,3.6,7.5
1079,2008-10-29,Torino,Atalanta,H,2.4,3,3.2,2.25,2.9,3.2,2.2,2.9,3.2,2.25,3,2.88,2.37,2.9,3.3,2.35,2.9,3
1080,2008-11-01,Juventus,Roma,H,2.2,2.9,3.75,2,3,3.75,1.9,3.1,3.8,1.91,3.2,3.5,2,3,3.4,2.1,3,3.4
1081,2008-11-01,Reggina,Inter,A,9,4.2,1.4,8,4.2,1.35,7.5,3.7,1.4,7,3.5,1.44,8,3.75,1.36,7.5,4,1.4
1082,2008-11-02,Atalanta,Lecce,D,1.85,3.2,4.75,1.7,3.2,5,1.8,3.1,4.2,1.7,3.2,4.5,1.8,3,4.2,1.8,3.1,4.35
1083,2008-11-02,Cagliari,Bologna,H,2,2.9,4.5,2,2.95,3.8,2,3,3.6,1.83,3,4,2.1,2.88,3.3,2,3,3.5
1084,2008-11-02,Lazio,Catania,H,1.65,3.25,6.5,1.55,3.45,6,1.6,3.4,5.2,1.67,3.2,5,1.62,3.3,5,1.65,3.1,5.5
1085,2008-11-02,Milan,Napoli,H,1.62,3.6,6,1.65,3.3,5.25,1.55,3.5,5.5,1.57,3.25,5.5,1.5,3.4,6,1.6,3.25,5.5
